"SchoolName","Address","City","Zipcode","County","geometry"
"Fletcher Academy","P.O. Box 5440","Fletcher",28732,"Henderson",c(291235.127190568, 192537.757217187)
"Falcon Christian Academy","PO Box 39","Falcon",28342,"Cumberland",c(641631.264167504, 159812.896830477)
"Grotto 2","705 Oakland Street","Hendersonville",28791,"Henderson",c(294630.50445784, 179642.921815319)
"Hope Academy","PO Box 10616","Greensboro",27404,"Guilford",c(534579.860144568, 259411.297989247)
"Hendersonville Christian School","708 S. Grove Street","Hendersonville",28792,"Henderson",c(295911.965176588, 178424.202361852)
"Heritage Hall International School","802 A South Grove Street","Hendersonville",28792,"Henderson",c(296040.504047263, 178179.361312559)
"Immaculata Catholic School","711 Buncombe Street","Hendersonville",28791,"Henderson",c(294742.492833787, 179594.766124507)
"Branch Christian Academy","9100 Olmstead Drive","Charlotte",28262,"Mecklenburg",c(450777.769061696, 174665.909510458)
"Lake House Academy","447 Lily Pad Lane","Flat Rock",28731,"Henderson",c(296857.899152383, 175689.116032854)
"Fayetteville Academy","3200 Cliffdale Road","Fayetteville",28303,"Cumberland",c(614998.712319635, 145514.494559754)
"Immaculate Heart of Mary Cath Sch","4145 Johnson Street","High Point",27265,"Guilford",c(517748.315651455, 254083.341984028)
"Mills River Seventh-day Adventist","2142 Jeffress Road","Mills River",28759,"Henderson",c(285865.21568685, 188762.205564776)
"Mud Creek Christian School","403 Rutledge Drive","Hendersonville",28739,"Henderson",c(295663.946710524, 176382.782796664)
"Naturally Grown School","75 Bryson Road","Mills River",28759,"Henderson",c(283988.274371278, 187566.810134515)
"Fayetteville Christian School","1422 Ireland Drive","Fayetteville",28304,"Cumberland",c(614437.693800116, 142800.890659273)
"Brisbane Academy","5901 Statesville Road","Charlotte",28269,"Mecklenburg",c(442278.853762204, 173474.189069375)
"Impact Journey School","4705 N. Church Street","Greensboro",27455,"Guilford",c(538384.445534843, 265993.158721434)
"North Carolina Christian Academy","425 Linda Vista Drive","Hendersonville",28792,"Henderson",c(295842.704720106, 181618.25958587)
"Safe Harbor Christian Academy","182 Kingdom Place","Zirconia",28790,"Henderson",c(297196.128595711, 166125.462357813)
"Talisman Academy","2075 N. Rugby Rd.","Hendersonville",28791,"Henderson",c(289856.824841676, 188246.686337497)
"Talisman Semesters School","64 Gap Creek Rd.","Zirconia",28790,"Henderson",c(297154.93078843, 164313.767942578)
"The Way Christian Academy","1315 Old Spartanburg Hwy.","Hendersonville",29792,"Henderson",c(296743.691793438, 177571.221235029)
"First Impressions Academy","6965 Nexus Court","Fayetteville",28304,"Cumberland",c(608359.156214602, 142582.994798368)
"British International Sch. of Charlotte","7000 Endhaven Lane","Charlotte",28277,"Mecklenburg",c(441914.097136691, 147763.734794401)
"Upward Adventist School","957 Upward Rd.","Flat Rock",28731,"Henderson",c(301262.724033202, 176831.499050539)
"Lionheart Academy of the Triad","1734 Battleground Ave.","Greensboro",27408,"Guilford",c(536296.103089488, 260119.123811342)
"Flaming Sword Christian Academy","3230 Legion Road","Hope Mills",28348,"Cumberland",c(617071.138268817, 138830.503984483)
"Mell-Burton School","1601 Huffine Mill Road","Greensboro",27405,"Guilford",c(544172.045317126, 260598.865786932)
"Veritas Christian Academy","17 Cane Creek Road","Fletcher",28732,"Henderson",c(291930.256144203, 192536.895410942)
"World's Edge Christian Academy","P.O. Box 288","Edneyville",28727,"Henderson",c(306061.246218125, 187350.067576665)
"Focus Academy at Overhills","751 Lillington Highway","Spring Lake",28390,"Cumberland",c(612502.806654604, 158241.180828325)
"Mell-Burton Structured Day School","309 Concord Street, Suite 201","Greensboro",27406,"Guilford",c(537564.577935771, 254689.42305504)
"ACC Academy","PO Box 155","Ahoskie",27910,"Hertford",c(790344.989314106, 283435.637791781)
"Brookstone Schools","P.O. Box 667890","Charlotte",28266,"Mecklenburg",c(436001.918721246, 166651.071307672)
"Freedom Christian Academy","3130 Gillespie Street","Fayetteville",28306,"Cumberland",c(618504.750745119, 137996.070344649)
"Napoleon B. Smith Academy","1800 E. Market Street","Greensboro",27401,"Guilford",c(540242.645214464, 257950.597815143)
"Carmel Christian School","1145 Pineville-Matthews Road","Matthews",28105,"Mecklenburg",c(449800.625307094, 152752.913029028)
"New Garden Friends School","1128 New Garden Road","Greensboro",27410,"Guilford",c(529302.151892018, 260886.085754145)
"Ahoskie Christian School","500-504 Kiwanis Street","Ahoskie",27910,"Hertford",c(791422.144458845, 282374.887700135)
"Charlotte Catholic High School","7702 Pineville-Matthews Road","Charlotte",28226,"Mecklenburg",c(440855.693688694, 149963.494333841)
"Hertford Multi-Purpose Juvenile Sch","114 Oak Villa Road","Winton",27986,"Hertford",c(794492.016027804, 293559.13930474)
"New Vision Christian Academy","PO Box 384","Murfreesboro",27855,"Hertford",c(779993.46489935, 300112.875383925)
"Noble Academy","3310 Horse Pen Creek Rd.","Greensboro",27410,"Guilford",c(530915.327831669, 266341.133362181)
"Ridgecroft School","P.O. Box 1008","Ahoskie",27910,"Hertford",c(790344.989314106, 283435.637791781)
"Academy of Excellence","2240 S. Duffie Rd.","Red Springs",28377,"Hoke",c(589169.490474775, 122075.821146198)
"Oak Ridge Military Academy","P.O. Box 498","Oak Ridge",27310,"Guilford",c(520320.763525897, 268874.516782228)
"Canyon Hills Treatment Facility Academy","769 Aberdeen Road","Raeford",28376,"Hoke",c(586251.979929009, 137511.278427988)
"Charlotte Christian School","7301 Sardis Road","Charlotte",28270,"Mecklenburg",c(448295.486163549, 155652.032323662)
"Cape Fear Christian High School","7623 Rockfish Road","Raeford",28376,"Hoke",c(603682.819456304, 137762.010217924)
"Our Children's Community School","2204 Joan Avenue","Greensboro",27455,"Guilford",c(534813.149852484, 263171.205180658)
"Charlotte Community School for Girls","1440 S. Tryon, Ste. 109","Charlotte",28203,"Mecklenburg",c(440670.805995779, 164261.741965046)
"Our Lady of Grace Catholic Sch","201 South Chapman Street","Greensboro",27403,"Guilford",c(535536.648318589, 257976.053081973)
"Grace House Treatment Center","1892 Turnpike Road","Raeford",28376,"Hoke",c(586706.477130241, 137486.515826793)
"Charlotte Country Day School","1440 Carmel Road","Charlotte",28226,"Mecklenburg",c(445438.234285392, 156546.102465427)
"Piedmont School","815 Old Mill Road","High Point",27265,"Guilford",c(518583.818255741, 252893.969626112)
"Hope Gardens Treatment Center","1958 Turnpike Road","Raeford",28376,"Hoke",c(586576.896957975, 137464.24903352)
"Primrose School of New Irving Park","4 North Pointe Court","Greensboro",27408,"Guilford",c(537718.43144063, 263652.767332779)
"Charlotte Jewish Day School","P.O. Box 79180","Charlotte",0,"Mecklenburg",c(442304.910454564, 164931.501101859)
"Prince of Peace Christian Academy","PO Box 16523","Greensboro",27416,"Guilford",c(537796.262183857, 254527.098486276)
"Charlotte Latin School","9502 Providence Road","Charlotte",28277,"Mecklenburg",c(447997.451049194, 149026.979551597)
"Precious Haven Learning Academy","181 Bostic Road","Raeford",28376,"Hoke",c(603043.370683207, 136971.648299521)
"Charlotte Leadership Academy","1326 Prince Hall Avenue","Charlotte",28206,"Mecklenburg",c(442341.245681857, 167876.103769496)
"Rockfish Christian Academy","7604 Rockfish Rd","Raeford",28376,"Hoke",c(603664.938360308, 137770.579516325)
"Charlotte Preparatory School","212 Boyce Road","Charlotte",28211,"Mecklenburg",c(448368.674657573, 156468.368847338)
"Hope Mennonite School","25 Mainstem Road","Pantego",27860,"Hyde",c(829137.058377217, 210805.264659133)
"Serenity Counseling & Resource Ctr.","2211 W. Meadowview Rd Ste 10","Greensboro",27407,"Guilford",c(533896.165425929, 255189.437103925)
"Academy of Excellence","612 South Race Street","Statesville",28677,"Iredell",c(438483.952727095, 226390.635699799)
"Shining Light Academy","4530 W. Wendover Avenue","Greensboro",27409,"Guilford",c(527787.767239338, 255910.375242263)
"Charlotte United Christian Academy","7640 Wallace Road","Charlotte",28212,"Mecklenburg",c(450577.219414927, 158974.727982316)
"Calvary Academy","137 Princess Loop","Troutman",28166,"Iredell",c(439318.991944441, 218135.123950571)
"St. Pius X Catholic School","2200 North Elm Street","Greensboro",27408,"Guilford",c(538656.785204966, 261343.975612687)
"Chesterbrook Academy","7801 Ballantyne Commons Parkway","Charlotte",28277,"Mecklenburg",c(444484.840073548, 146657.541202344)
"Cornerstone Christian Academy","650 Glover Street","Statesville",28625,"Iredell",c(441890.387911529, 226998.726826202)
"The Covenant School","PO Box 10454","Greensboro",27420,"Guilford",c(539033.833374563, 258096.396002514)
"Crossroads Chr Sch of Statesville","1950 Salisbury Hwy","Statesville",28677,"Iredell",c(443261.256691845, 224787.100380342)
"Chesterbrook Academy @ Birkdale","15115 Norman View Lane","Huntersville",28078,"Mecklenburg",c(437147.391446008, 189129.039077634)
"Eagles Refuge Academy","109 Eagles Refuge Drive","Statesville",28625,"Iredell",c(432837.865267053, 237447.099216267)
"Tri-City Christian Academy","8000 Clinard Farms Road","High Point",27265,"Guilford",c(520650.844975181, 256902.759337351)
"Gethsemane Christian Academy","115 Gethsemane Road","Olin",28660,"Iredell",c(440919.365445673, 244511.460506469)
"Vandalia Christian School","3919 Pleasant Garden Road","Greensboro",27406,"Guilford",c(539641.10514164, 251352.099138582)
"Goddard School of Mooresville","179 Townsquare Circle","Mooresville",28117,"Iredell",c(440185.192097518, 205214.887899434)
"Hope Christian Academy","872 Fern Hill Rd.","Mooresville",28117,"Iredell",c(437022.146950229, 211598.902475178)
"Wesleyan Christian Academy","1917 N. Centennial Street","High Point",27262,"Guilford",c(519382.404521866, 248606.091932155)
"You Are Our Future Academy","900 16th Street","Greensboro",27405,"Guilford",c(539550.095924305, 261980.478862571)
"Independence Day Academy","724 Saint Cloud Drive","Statesville",28625,"Iredell",c(445905.522966209, 227578.99995032)
"Christ the King Catholic High School","2011 Crusader Way","Huntersville",28078,"Mecklenburg",c(438968.115765457, 189738.322324956)
"Liberty Preparatory Christian Acad.","246 Blume Road","Mooresville",28117,"Iredell",c(436735.917820495, 204334.879730603)
"YouthSpring School","PO Box 38338","Greensboro",0,"Guilford",c(538013.88428359, 257540.752537228)
"Miss Cookie's Place School","317 East Church Street","Troutman",28166,"Iredell",c(438929.576131043, 218438.036290869)
"Cornerstone Christian School","P.O. Box 608","Roanoke Rapids",27870,"Halifax",c(730996.350862873, 299861.429531809)
"Christian Montessori School","14101 Stumptown Road","Huntersville",28078,"Mecklenburg",c(441108.711078323, 187211.142139796)
"Mooresville Christian Academy","P.O. Box 114","Mooresville",28115,"Iredell",c(446025.912252273, 205051.1627609)
"Student First Academy","2029 Mecklenburg Avenue","Charlotte",28205,"Mecklenburg",c(445628.480555051, 165829.530269349)
"Primrose School of Lake Norman","173 Raceway Drive","Mooresville",28117,"Iredell",c(440189.676401153, 205581.960420918)
"Talented Tenth Boys Acad of NC","PO Box 642","Charlotte",28216,"Mecklenburg",c(440989.014494509, 178207.356570197)
"Halifax Academy","1400 Three Bridges Road","Roanoke Rapids",27870,"Halifax",c(728913.279906864, 294564.655318743)
"Southview Christian School","625 Wallace Springs Road","Statesville",28677,"Iredell",c(436420.567116302, 222552.404244874)
"Teaching Achieving Students Acad","9200 University City Blvd.","Charlotte",28213,"Mecklenburg",c(452383.212005489, 173583.755623)
"Combine Academy","646 Matthew-Mint Hill Road","Matthews",28105,"Mecklenburg",c(453562.413105456, 153063.071317511)
"Hobgood Academy","201 S. Beech Street","Hobgood",27843,"Halifax",c(754184.366146644, 253813.27236362)
"Miracle Tabernacle Christian Sch","P.O. Box 2128","Roanoke Rapids",27870,"Halifax",c(730996.350862873, 299861.429531809)
"Springs Academy","PO Box 1","Barium Springs",28010,"Iredell",c(437908.833069099, 220105.886047903)
"The John Crosland School","5146 Parkway Plaza Blvd.","Charlotte",28217,"Mecklenburg",c(436121.08672188, 160346.391459038)
"Cornerstone Adventist Academy","11431 University City Boulevard","Charlotte",28213,"Mecklenburg",c(455675.402518685, 174938.474091709)
"New West Academy","PO Box 371","Weldon",27890,"Halifax",c(735074.597142054, 297727.90251253)
"Statesville Christian School","1210 Museum Road","Statesville",28625,"Iredell",c(438567.900650891, 229632.618007394)
"A Little Bit of Johnathans House Chr Sch","155 Raleigh St.","Angier",27501,"Harnett",c(633095.866278832, 194747.817572175)
"Tools Academy Christian School","20823 B North Main St.","Cornelius",28031,"Mecklenburg",c(441069.287578977, 194722.653432343)
"AppleWorks Private School","2753 Old Stage Rd South","Erwin",28339,"Harnett",c(636056.07686882, 178102.368839549)
"Statesville Montessori School","1012 Harmony Drive","Statesville",28677,"Iredell",c(440957.042109352, 226968.496644704)
"Trinity Christian Preparatory School","7516 E. Indep. Blvd., Suite 100","Charlotte",28227,"Mecklenburg",c(455010.593191019, 161021.682488967)
"Cape Fear Christian Academy","138 Erwin Chapel Road","Erwin",28339,"Harnett",c(637041.740660931, 178439.402650377)
"Countryside Montessori Schools","9026 Mallard Creek Road","Charlotte",28262,"Mecklenburg",c(448425.56098519, 176397.641067741)
"The Learning Experience School","123 Legacy Village Blvd.","Mooresville",28117,"Iredell",c(441961.211564604, 200817.669817366)
"Coats Christian Academy","P.O. Box 488","Coats",27521,"Harnett",c(639479.546119385, 183742.748058103)
"Trinity Episcopal School","750 East 9th Street","Charlotte",28202,"Mecklenburg",c(442903.217329842, 165193.770138433)
"Covenant Day School","800 Fullwood Lane","Matthews",28105,"Mecklenburg",c(451627.138320368, 153112.130230058)
"Woodlawn School","135 Woodlawn Schol Loop","Mooresville",28115,"Iredell",c(443129.503976399, 197651.876279984)
"Dream Big Christian Academy K-12","PO Box 786","Dunn",28335,"Harnett",c(647114.417474602, 171968.081095047)
"Faith Education Academy","111 North Layton Avenue","Dunn",28334,"Harnett",c(644785.721999194, 173198.875164963)
"United Faith Christian Academy","8617 Providence Road","Charlotte",28277,"Mecklenburg",c(447749.240714604, 150072.023029771)
"Academy at SOAR","PO Box 388","Balsam",28707,"Jackson",c(238859.097804928, 193889.193187973)
"Heritage Christian Academy","P.O. Box 2138","Sylva",28779,"Jackson",c(226453.631761756, 188504.314020516)
"Foundations Christian Academy","P.O. Box 1166","Dunn",28335,"Harnett",c(647114.417474602, 171968.081095047)
"Victory Christian Center School","1501 Carrier Drive","Charlotte",28216,"Mecklenburg",c(440616.10968146, 170488.581629682)
"Hall, Hudson, Lovette Christian Acad.","P.O. Box 1503","Dunn",28335,"Harnett",c(647114.417474602, 171968.081095047)
"Victory Christian School","278 Victory Church Road","Sylva",28779,"Jackson",c(218886.801859011, 176804.569140825)
"Crossway Academy","9129 Monroe Rd, Ste 100-105","Charlotte",28270,"Mecklenburg",c(450738.702247961, 156258.707064141)
"Independence Montessori Academy","84 Tingen Road","Broadway",27505,"Harnett",c(606955.074423683, 175719.706016885)
"Village Montessori School","20615 North Main Street","Cornelius",28031,"Mecklenburg",c(441026.090385396, 194497.118681137)
"Academy of Hope","P.O. Box 339","Clayton",27528,"Johnston",c(659247.620991411, 210509.048115036)
"Walnut Grove Christian School","13925 Erwin Road","Charlotte",28273,"Mecklenburg",c(429398.174878053, 153380.740832113)
"Gateway Christian School","10781 NC 50 North","Benson",27504,"Johnston",c(647758.818634349, 196242.349806273)
"Word of Wisdom & Excellence Acad.","1801 Mecklenburg Avenue","Charlotte",28205,"Mecklenburg",c(445271.735932248, 165909.721956421)
"Cyzner Institute","7022 Sardis Road","Charlotte",28173,"Mecklenburg",c(448161.497098667, 156196.108108321)
"Kids R Kids School - Clayton","307 Tew Court","Clayton",27520,"Johnston",c(655658.81359965, 212434.854558289)
"Altapass Christian School","50 Altapass Trail","Spruce Pine",28777,"Mitchell",c(336909.553278165, 241997.986600103)
